symbol,name,exchange,technology,industriaRBICS,finance,price,marketvalue,sales,netsales,ebit,depandamort,interest,netincome,taxes,retainearnigs,assests,currentassets,liabilities,daysreceiv,ccc,intangibles,netreceivables,freecashflow,cashflowoperations,capex,roaaverage,marketvaluelastyear,entreprisevalue,pricebv,pricetbv,growtheps,growthlongterm,pricetoearnings,evtoebitda,indistrifactset,equity,freecashtoassets,freecashtotangibleassets,debt
CRD.B,Crawford & Company Class B,NYSE,0,Business Services,0,10.36,555.1662698,1122.979,1122.979,72.553,44.079,11.399,25.978,18.542,273.607,701.442,320.848,520.496,86.84692234,,254.123,131.117,38.344,52.396,30.02,3.488436112,493.1273002,763.0584,3.600072,,1.431489,,23.71541502,6.542388518,Insurance Brokers/Services,180.946,0.054664534,0.085719587,0.742037118
CRK,"Comstock Resources, Inc.",NYSE,0,Energy,0,7.03,744.2731677,390.25101,390.251,162.136,121.976,144.806,-28.632,20.009,64.122,2187.84,159.427,1618.269,69.41669592,-150.2076405,350.214,96.786,-131.855,188.037,319.892,-1.836409355,479.5956622,1687.49492,0.8420293,2.186371622,0,,,5.939541167,Oil & Gas Production,569.571,-0.060267204,-0.071752903,0.739665149
CRMT,"America's Car-Mart, Inc.",NASDAQ,1,Consumer Cyclicals,0,82.15,549.1727555,661.69092,612.201,44.596,4.25,5.599,36.509,2.397,361.988,460.851,426.635,229.916,222.5396357,244.9141984,0.355,383.617,7.736,9.994,2.258,8.178118063,490.921181,548.9753814,1.584222,1.58666673,0,18.8865,10.87755102,11.23890147,Specialty Stores,230.935,0.016786337,0.016799277,0.498894437
CRNT,Ceragon Networks Ltd,NASDAQ,1,Technology,0,3.7,289.0846915,343.87399,343.874,25.674,7.758,6.349,23.046,-3.251,-226.755,283,225.191,123.432,131.812219,94.14804912,6.576,123.451,10.563,20.866,13.715,8.589750519,295.3351653,,,,0,15,12.88782816,,Telecommunications Equipment,159.568,0.037325088,0.038213035,0.436155477
CRNX,Crinetics Pharmaceuticals Inc,NASDAQ,1,Healthcare,0,24.7,593.7139345,0,0,-11.3,0.128,0.008,-9.157,0,-16.265,15.598,15.165,0.92,,,,0.231,-9.783,-9.479,0.304,-64.950172,720.8696442,,,,0,,,,Pharmaceuticals: Major,14.678,-0.627195794,,0.058981921
CRR,CARBO Ceramics Inc.,NYSE,0,Non-Energy Materials,0,3.92,110.1206384,210.745,210.745,-65.115,34.605,8.612,-75.433,0.892,203.926,474.366,181.257,138.083,65.56906451,149.739012,5.456,35.341,-23.637,-21.598,2.039,-14.86417252,96.47952377,107.9616591,0.2867639,0.291493126,0,,,,Oilfield Services/Equipment,336.283,-0.049828613,-0.050408394,0.291089581
CRVL,CorVel Corporation,NASDAQ,1,Healthcare,0,64,1192.832031,588.229,558.35,49.072,21.775,0,35.695,12.208,458.457,284.94,163.317,113.764,41.76597564,,40.229,64.94,34.463,62.152,27.689,13.32900173,1157.126533,906.8021,5.585173,7.301025979,,,27.03208556,12.79944246,Insurance Brokers/Services,171.176,0.12094827,0.14083143,0.399255984
CRVS,"Corvus Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,4.33,126.791056,0,0,-49.222,,,-46.939,0,,118.232,114.597,7.896,,,,,,,,-44.07273,107.4649407,,,,100000,,,,Pharmaceuticals: Major,110.336,,,0.06678395
CRY,"CryoLife, Inc.",NYSE,0,Healthcare,0,28.79,1065.834621,262.841,262.841,17.712,18.095,15.788,-2.813,-3.551,34.984,571.091,145.994,296.024,71.42843963,206.7644885,348.862,47.108,4.095,9.881,5.786,-0.484672428,1049.151767,1214.68356,3.815301,,0,,,33.92307538,Medical Specialties,275.067,0.007170486,0.018426938,0.518348214
CRZO,"Carrizo Oil & Gas, Inc.",NASDAQ,1,Energy,0,10.67,977.6707494,1065.942,1065.942,475.186,299.53,99.013,404.427,5.173,-1151.547,3185.1,150.369,2029.774,35.46856208,,,99.723,-520.127,653.555,1173.682,13.5636291,1034.45753,2789.57547,1.054616,1.054616111,0.01876354,27,2.616090463,3.600771728,Oil & Gas Production,1155.326,-0.163300053,,0.637271671
CSBR,"Champions Oncology, Inc.",NASDAQ,1,Healthcare,0,9.85,113.0287581,22.923,20.241,-1.354,0.36,,-1.476,0.033,-70.826,8.078,5.06,8.075,55.82024109,,0.669,3.917,-2.455,-1.226,1.229,-18.34793959,89.61975232,46.8346384,16056.3,,0,15,,,Biotechnology,0.003,-0.303911859,-0.331353759,0.999628621
CSGS,"CSG Systems International, Inc.",NASDAQ,1,Telecommunications,0,41.28,1361.7033,875.05902,875.059,113.593,60.901,20.331,66.13,20.857,795.127,1114.362,599.567,753.338,113.5242395,,394.961,273.054,86.237,143.341,57.104,6.551105158,1058.830547,1240.74935,2.917894,,0,,15.78398251,7.11055595,Data Processing Services,361.024,0.077386881,0.119873339,0.676026282
CSII,"Cardiovascular Systems, Inc.",NASDAQ,1,Healthcare,0,39.48,1374.812098,231.21101,217.043,2.234,3.934,1.717,1.693,0.132,-327.591,203.352,167.611,68.422,50.19605562,106.4351651,5.231,31.225,7.718,9.674,3.069,0.852269867,988.6314881,991.3451684,8.023082,8.347816332,0,67.9,646.8,160.7239248,Medical Specialties,134.93,0.037953893,0.038955992,0.33647075
CSIQ,Canadian Solar Inc.,NASDAQ,1,Industrials,0,23.55,1379.606073,3784.1208,3390.393,221.791,99.273,132.255,99.572,40.951,383.681,5889.627,4085.303,4829.852,51.58859976,45.8684245,17.234,359.344,-346.207,-35.532,310.675,1.762923977,840.0658994,2930.813944,0.9554633,0.971686584,0,41.5,9.859649123,9.128441507,Electrical Products,1059.775,-0.0587825,-0.058955012,0.820060761
CSLT,"Castlight Health, Inc. Class B",NYSE,0,Technology,0,3.64,522.4265796,156.40401,156.404,-35.594,6.858,0,-39.706,0,-415.04,253.514,107.828,58.843,56.88276834,,107.994,26.816,-20.565,-18.551,2.014,-14.88797275,226.4416735,226.55962,1.582059,3.553215211,100000,22.5,,,Data Processing Services,194.671,-0.08111978,-0.141320781,0.232109469
CSTE,Caesarstone Ltd.,NASDAQ,1,Consumer Cyclicals,0,16.53,568.0203964,575.87097,575.871,41.67,28.59,3.639,24.405,4.56,360.731,616.922,350.104,150.421,54.79807544,134.8456028,35.283,72.555,-6.27,14.692,20.962,3.843582493,466.6495233,388.3706916,,,0,,19.11868225,5.527621571,Other Metals/Minerals,466.501,-0.010163359,-0.010779882,0.243824989
CSTM,Constellium NV Class A,NYSE,0,Non-Energy Materials,0,8.91,1198.266909,6708.0571,6708.057094,296.11719,232.4107013,175.7827131,221.7929535,37.75199209,-512.1312,4459.42815,1647.27915,4589.74725,31.38904316,17.96651349,562.4298,671.02905,-248.9272,77.86348368,326.7906815,4.975392108,940.0544965,3246.224772,,,-0.6103456,63.4678,4.247174548,6.142012245,Miscellaneous Commercial Services,-130.3191,-0.055820431,-0.06387665,1.029223276
CSTR,"CapStar Financial Holdings, Inc.",NASDAQ,1,Finance,1,16.29,288.7402724,83.239998,83.24,,,2.533,9.655,1.167,,1963.883,,1695.008,,,,,,,,0.583681346,261.0892475,232.8525113,1.026363,,-0.4622459,,21.98507463,,Regional Banks,268.875,,,0.863090113
CSU,Capital Senior Living Corporation,NYSE,0,Healthcare,0,3.89,121.8192432,460.01801,460.018,2.503,63.673,50.543,-53.596,-1.771,-149.502,1149.144,73.458,1113.879,9.140511893,,,10.581,14.905,36.87,21.965,-4.59633295,212.6767996,1180.9116,6.03024,6.030239614,-100000,19.1865,,17.8450133,Hospital/Nursing Management,35.265,0.012970524,,0.96931194
CSV,Carriage Services Inc.,NYSE,0,Consumer Non-Cyclicals,0,20.78,377.8427642,269.34698,269.347,44.662,17.43,23.301,11.588,6.621,71.68,932.819,29.303,711.327,27.63515094,24.58100355,328.287,18.897,35.468,48.994,13.526,1.240047278,297.2124882,650.533,1.265108,,0,15,24.57586808,10.47692134,Other Consumer Services,221.492,0.038022382,0.058670178,0.762556294
CSWC,Capital Southwest Corporation,NASDAQ,1,Finance,1,21.45,369.6478589,68.373001,36.708,44.244,0.927,4.875,39.307,0.062,66.887,417.49,,109.202,50.72096001,,0,,19.299,19.299,0,10.57522475,327.5664342,362.0759678,0.8922617,0.892261774,0,,6.988011168,8.015673061,Investment Trusts/Mutual Funds,308.288,0.046226257,0.046226257,0.261567942
CSWI,"CSW Industrials, Inc.",NASDAQ,1,Industrials,0,55.9,842.5247978,342.14301,326.222,50.846,14.933,2.216,32.682,15.565,233.65,340.816,127.567,75.051,68.93022236,129.0487508,134.818,61.479,37.622,43.156,5.534,8.842018119,738.3528223,718.29255,2.691321,5.46220112,0,,,10.95008232,Industrial Specialties,265.765,0.11038801,0.182632841,0.220209732
CTACU.U,ChaSerg Technology Acquisition Corp. Units Cons of 1 Sh + 0.5 Wt 30.09.23,NASDAQ,1,Finance,1,10.15,209.08998,,,,,,,,,,,,,,,,,,,,205.794,,,,,,,,Financial Conglomerates,0,,,#DIV/0!
CTB,Cooper Tire & Rubber Company,NYSE,0,Consumer Cyclicals,0,29.67,1485.695623,2810.4741,2810.474,219.176,147.161,34.844,76.586,33.495,2449.714,2634.205,1456.732,1401.762,71.08150173,104.6585258,139.172,552.642,59.774,253.073,193.299,2.867245836,1618.795494,1631.31201,1.381247,1.567359869,0,,21.3596723,4.453036439,Automotive Aftermarket,1232.443,0.022691476,0.023957198,0.532138539
CTBI,"Community Trust Bancorp, Inc.",NASDAQ,1,Finance,1,41.59,738.9711081,223.40199,223.402,,3.786,2.269,59.228,11.314,258.935,4214.137,,3649.987,,,65.49,,62.795,65.627,2.832,1.41668632,702.404133,930.25283,1.245056,1.408571587,0.09560585,,11.83943089,,Regional Banks,564.15,0.014901034,0.01513626,0.866129174
CTK,CooTek (Cayman) Inc. Sponsored ADR Class A,NYSE,0,Technology,0,11.05,706.2788181,106.09037,37.46164844,-24.24481,0.902068486,,-23.74119759,0.000802715,-126.8975572,46.26022261,43.73799619,14.814514,91.25490062,,0,10.97963127,-29.63895,-28.14432646,1.494621297,-49.65969949,531.7863755,,,,-0.7725358,,,,Packaged Software,31.44570861,-0.640700549,-0.640700549,0.320243033
CTMX,"CytomX Therapeutics, Inc.",NASDAQ,1,Healthcare,0,9.89,446.1478061,59.501999,59.502,-77.874,1.884,0,-84.604,14.303,-314.981,458.245,445.475,327.362,31.39507916,,2.407,0.097,-79.309,-75.521,3.788,-19.76066436,679.6057167,193.0051682,5.201265,5.298705252,0,-0.970988,,,Biotechnology,130.883,-0.173071174,-0.173985056,0.714382045
CTRA,"Contura Energy, Inc.",NYSE,0,Energy,0,57.5,1103.252516,1538.9178,1649.969,150.353,145.282,35.977,173.735,-67.979,103.964,847.294,450.092,754.646,35.23765143,32.95964372,18.458,127.326,256.859,339.98,83.121,18.95346046,1261.353357,894.0988969,6.345115,7.923736353,0,,4.137979094,3.367033448,Coal,92.648,0.303152153,0.309903286,0.890654248
CTRC,"Centric Brands, Inc.",NASDAQ,1,Consumer Cyclicals,0,3.67,214.0931191,159.72299,164.053,1.355,6.061,8.844,-2.458,-5.331,-18.196,177.417,67.061,132.674,47.24666724,125.1870476,97.712,4.804,-2.856,-1.726,1.13,-1.424853196,200.0924789,87.23135,0.2864224,,0,,,11.76258765,Apparel/Footwear,44.743,-0.016097668,-0.035832131,0.747808835
CTRL,Control4 Corporation,NASDAQ,1,Industrials,0,16.96,449.7791835,272.45801,272.458,21.165,9.41,0,43.84,-22.991,-28.385,256.324,175.248,49.977,42.15964479,83.55612792,42.181,33.016,28.549,34.837,6.288,18.40064637,466.6992136,390.2704,2.261714,2.842839877,0,11,11.03379098,12.76436304,Electronic Equipment/Instruments,206.347,0.111378568,0.133317456,0.19497589
CTRN,"Citi Trends, Inc.",NASDAQ,1,Consumer Non-Cyclicals,0,20.8,268.8815911,780.53796,755.241,23.274,18.883,0,14.574,8.926,158.927,327.45,233.346,117.982,0.395089117,46.28014692,,,21.318,42.304,20.986,4.412492677,263.581523,239.068227,1.482848,1.482848634,0,,21.94174757,5.67090227,Apparel/Footwear Retail,209.468,0.065103069,,0.36030539
CTS,CTS Corporation,NYSE,0,Consumer Cyclicals,0,30.24,989.8761876,470.10001,470.1,69.868,22.514,2.506,46.532,11.571,478.847,548.341,239.359,170.412,60.38882685,48.98725107,131.237,79.583,29.664,58.152,28.488,8.553385593,856.6224564,818.16841,2.243586,3.437145599,0,,18.67695859,8.856361737,Electronic Components,377.929,0.054097724,0.071118954,0.310777418
CTSO,CytoSorbents Corporation,NASDAQ,1,Healthcare,0,7.79,246.5690821,21.069775,15.150754,-9.8426,0.218271,0.749076,-8.460799,-0.676739,-152.312636,24.103307,20.73934,13.840472,43.83789596,-0.235994087,1.838052,2.205859,-7.45138,-6.460705,1.678119,-50.06811965,255.748161,172.1607005,18.3507,22.35415601,100000,,,,Medical Specialties,10.262835,-0.309143471,-0.334664031,0.57421465
CTT,"CatchMark Timber Trust, Inc. Class A",NYSE,0,Finance,1,9.42,462.3618655,97.467003,97.857,1.293,26.122,16.255,-121.617,0,-409.26,804.772,,483.116,25.04463145,,0.012,,29.969,34.54,4.571,-15.74401429,348.0916984,806.9787,1.084393,1.084434033,0,,,29.43566296,Real Estate Investment Trusts,321.656,0.037239119,0.037239674,0.600314126
CTWS,"Connecticut Water Service, Inc.",NASDAQ,1,Utilities,0,68.05,820.6830654,124.836,116.665,35.171,20.881,11.124,16.695,-2.008,104.188,951.869,38.511,657.733,74.50173574,17.93984499,66.403,24.18,-23.62,33.41,57.03,1.804228996,805.7835459,1119.74955,2.740564,3.539665272,50.40401,6,48.35490636,19.97697763,Water Utilities,294.136,-0.024814339,-0.02667522,0.690991092
CUBI,"Customers Bancorp, Inc.",NYSE,0,Finance,1,19.92,619.1335099,473.40399,473.404,,2.7,49.266,71.695,19.359,316.651,9853.41,,8896.594,,,16.499,,57.513,96.497,40.486,0.727851468,564.2546284,2409.896384,0.7631824,0.780602106,0,6.25,10.24947908,,Regional Banks,956.816,0.005836863,0.005846652,0.902894937
CUE,"Cue Biopharma, Inc.",NASDAQ,1,Healthcare,0,6.42,132.8747448,0.81199998,0,-23.23387,0.419568,0,-23.233835,0,-32.820848,66.953834,65.065013,5.346656,,,0.198282,,-13.22146,-12.191514,1.204942,-55.82878966,97.27589842,,,,0,,,,Biotechnology,61.607178,-0.19747129,-0.198057833,0.07985586
CULP,"Culp, Inc.",NYSE,0,Non-Energy Materials,0,17.16,212.2348786,303.88898,323.725,27.461,8.023,0.194,20.877,5.74,114.635,217.984,132.069,54.608,28.68585991,63.2173218,17.844,26.307,19.468,27.473,8.005,9.856521678,236.0987882,330.8153,2.293809,2.575057771,0,,18.21372383,9.322942735,Textiles,163.376,0.089309307,0.09727191,0.250513799
CURO,CURO Group Holdings Corp.,NYSE,0,Finance,1,10.24,470.9683098,1094.311,1094.311,44.878,,84.356,-47.767,2.076,,924.726,,969.663,152.7506143,,152.909,,,,,-5.353673414,436.4735598,1161.66685,,,0,,,18.2319488,Miscellaneous,-44.937,,,1.048594935
CUTR,"Cutera, Inc.",NASDAQ,1,Healthcare,0,16.76,233.0310479,162.72,162.72,-13.392,1.209,,-30.77,17.255,-24.01,97.637,87.198,51.251,45.32666544,130.3125565,1.339,19.637,-1.181,0.307,1.488,-29.46259725,236.6460912,,,,0,,,,Medical Specialties,46.386,-0.012095824,-0.012264014,0.524913711
CVCO,"Cavco Industries, Inc.",NASDAQ,1,Finance,1,126.42,1150.169089,964.16193,871.235,73.773,4.026,4.397,61.502,17.021,209.381,674.78,418.593,217.674,29.72167096,71.01484793,83.02,35.043,50.66,59.046,8.386,9.593977362,1186.197229,1461.131418,3.43803,4.201023501,0,15,26.01047904,18.78085088,Homebuilding,457.106,0.075076321,0.085609031,0.322585139
CVCY,Central Valley Community Bancorp,NASDAQ,1,Finance,1,19.7,270.9735127,74.511002,74.511,,,0.199,21.289,6.62,120.294,1537.836,,1318.098,,,56.349,,,,,1.329137001,260.3494003,251.078901,1.181207,1.588578114,0,8,12.25324675,,Regional Banks,219.738,,,0.857112202
CVEO,Civeo Corp,NYSE,0,Business Services,0,2.2,365.455202,466.69199,466.692,-50.404,125.846,26.258,-82.243,-31.365,-710.551,1044.329,107.797,508.905,53.59186573,35.57107965,233.616,69.668,37.283,54.391,17.108,-8.464340224,240.1799205,644.98533,0.4952227,0.966420276,0,15,,8.549419819,Hotels/Resorts/Cruiselines,535.424,0.035700435,0.045987914,0.487303331
CVGI,"Commercial Vehicle Group, Inc.",NASDAQ,1,Industrials,0,7.99,246.8510466,859.27295,755.231,32.586,15.344,17.549,-1.705,15.35,-115.083,384.388,274.646,309.646,49.87323084,57.81945055,22.593,108.595,-11.201,2.257,13.458,-0.419355275,176.1014967,434.78498,4.153957,5.953610487,0,,,9.071249322,Trucks/Construction/Farm Machinery,74.742,-0.029139827,-0.030959521,0.805555845
CVGW,"Calavo Growers, Inc.",NASDAQ,1,Consumer Non-Cyclicals,0,83.61,1468.776834,1088.7581,1088.758,57.435,13.042,0.831,32.281,12.719,93.124,367.736,128.51,102.777,25.20886873,26.8935141,19.371,66.143,33.422,48.426,15.004,8.821716929,1281.688263,1719.756,6.473892,6.988184875,0.8223772,,52.78911565,24.40166295,Food: Specialty/Candy,264.959,0.090885853,0.095939604,0.279485827
CVIA,Covia Holdings Corp.,NYSE,0,Non-Energy Materials,0,4.56,598.2081736,1675.5431,959.795,117.037,84.181,44.56,53.788,-4.666,318.207,1265.319,363.176,945.025,49.03054038,53.43465059,108.569,156.916,75.215,144.788,69.573,4.358428655,448.6561459,1819.44232,3.666625,5.550102576,0,-15.03467,22.73913043,9.042144937,Construction Materials,320.294,0.059443508,0.065022693,0.746866996
CVLY,"Codorus Valley Bancorp, Inc.",NASDAQ,1,Finance,1,23.03,206.2797111,93.635002,93.635,,,,19.542,5.182,,1807.48,,1628.734,,,2.301,,,,,1.11107605,190.3362453,226.97875,,,,,10.31553398,,Regional Banks,178.746,,,0.901107619
CVTI,"Covenant Transportation Group, Inc. Class A",NASDAQ,1,Industrials,0,22.47,412.2346139,885.45502,885.455,58.986,,8.708,42.503,15.507,,773.524,,212.711,,,,,,,,5.850499322,352.2432196,567.3158,,,0,,8.347826087,4.197923665,Trucking,560.813,,,0.274989528
CWBR,CohBar Inc,NASDAQ,1,Healthcare,0,3.08,131.0201213,0,0,-9.85925,0.057526,0.003646,-9.833152,0,-24.242688,8.863219,8.616733,1.244306,,,0.023051,,-7.6382,-7.634943,0.026596,-106.5918039,132.2962901,177.8175895,25.7273,25.80541087,,,,,Biotechnology,7.618913,-0.86178622,-0.864033353,0.140389852
CWCO,Consolidated Water Co. Ltd.,NASDAQ,1,Utilities,0,13.46,201.4154372,64.806961,62.306665,6.36152,7.292989,0.006806,6.144062,-0.888977,53.105196,165.480895,66.691397,9.459518,102.2427455,70.5564939,12.149682,13.847638,9.06758,13.644294,4.576717,3.734022579,174.4802348,150.6962426,1.270872,1.384605603,0,8,30.73170732,11.03637132,Water Utilities,156.021377,0.054795328,0.059137209,0.057163807
CWH,"Camping World Holdings, Inc. Class A",NYSE,0,Consumer Cyclicals,0,12.78,1121.925904,4708.4609,4285.255,361.634,31.545,70.649,28.362,156.982,6.192,2570.286,1798.907,2479.449,9.097115574,137.0167098,387.094,126.108,-103.671,-15.679,89.515,1.408919831,1006.924154,2892.78306,29.09098,,10.48909,15,41.80373832,7.357420055,Specialty Stores,90.837,-0.040334422,-0.047485975,0.964658797
CXDC,"China XD Plastics Co., Ltd.",NASDAQ,1,Non-Energy Materials,0,2.4327,122.7272814,1295.3,1290.447748,158.15475,43.055976,48.264503,23.803615,90.524379,648.790469,2544.103683,1473.046499,1733.749218,112.357255,165.2348664,0,298.868984,-404.93693,22.154194,435.370456,1.019294961,88.79024183,859.9892424,0.3210596,0.321059565,,,9.583333333,4.285192936,Auto Parts: OEM,810.354465,-0.159166835,-0.159166835,0.681477422
CYBE,CyberOptics Corporation,NASDAQ,1,Technology,0,19.76,139.861283,64.720001,64.72,3.359,,,2.827,0.752,,69.7,49.137,13.489,75.09514061,167.8261416,,15.859,,,,4.37612712,124.7851353,,,,0,12,45.20512821,,Electronic Production Equipment,56.211,,,0.193529412
CYD,China Yuchai International Limited,NYSE,0,Industrials,0,18.4,751.7872159,2457.7935,2457.793475,164.7029,,17.09049437,105.0725069,31.23267898,,0,,293.6469697,163.6324679,97.83353895,,1076.234761,,,,6.511827209,508.2735241,801.9240973,,,0,,4.837455281,,Trucks/Construction/Farm Machinery,-293.6469697,,,#DIV/0!
CYH,"Community Health Systems, Inc.",NYSE,0,Healthcare,0,4.86,564.8632228,14155,14155,886,700,1000,-788,-11,-3543,15859,3549,16818,65.03214412,54.96432912,4982,2507,-253,274,527,-4.731453961,327.9208626,14293.89373,,,0,8.4146,,9.012543337,Hospital/Nursing Management,-959,-0.015953087,-0.02326009,1.060470395
CYOU,Changyou.com Ltd. Sponsored ADR Class A,NASDAQ,1,Technology,0,18.94,972.9991548,485.32706,485.3270693,116.24559,,,84.25631926,64.40914639,,1965.462783,1427.809587,1133.82776,244.0505819,,24.16073918,57.38838049,,,,4.334783138,939.0931741,552.6736545,,,0,6.356085,11.5171371,,Internet Software/Services,831.6350224,,,0.576875721
CYRN,CYREN Ltd.,NASDAQ,1,Technology,0,2.29,122.569954,35.900002,35.9,-19.301,6.021,0.255,-19.414,-0.153,,60.027,22.007,28.167,33.28718663,,29.321,3.658,-14.777,-11.457,5.304,-30.93223715,160.5719948,153.331,,,0,20,,,Internet Software/Services,31.86,-0.246172556,-0.481241451,0.469238843
CYRX,"CryoPort, Inc.",NASDAQ,1,Industrials,0,10.83,329.2211695,17.257555,11.954267,-7.8925,0.664831,0.015693,-7.899001,0.005143,-131.432883,20.264111,17.298888,2.377345,43.06615265,-24.15232613,0.090646,1.625476,-5.29806,-3.583126,1.800577,-55.67372957,322.5171897,182.2132624,12.34319,12.40604846,100000,,,,Containers/Packaging,17.886766,-0.261450404,-0.262625186,0.117318001
CYTK,"Cytokinetics, Incorporated",NASDAQ,1,Healthcare,0,5.95,325.5304308,31.500999,31.501,-88.916,1.239,21.564,-106.289,0,-743.324,211.178,207.674,185.244,45.7510079,,,6.785,-102.104,-101.215,0.889,-42.01245879,345.7735201,187.6164,13.33446,13.33450937,0,,,,Biotechnology,25.934,-0.483497334,,0.877193647
CZNC,Citizens & Northern Corporation,NASDAQ,1,Finance,1,25.78,319.4915395,71.041,71.041,,1.754,0.923,22.013,4.25,122.643,1291.982,,1094.614,,,11.951,,23.679,24.846,1.167,1.71322192,325.0361526,339.9032362,1.64971,1.756041204,0,,14.79097879,,Regional Banks,197.368,0.018327655,0.018498771,0.847236262
CZWI,"Citizens Community Bancorp, Inc.",NASDAQ,1,Finance,1,12.02,131.6670907,49.563004,45.396,,1.054,3.05,4.283,2.326,14.003,975.409,,839.562,,,15.249,,6.54,9.495,2.955,0.447060211,119.398601,155.818458,1.12475,1.266969121,0,,23.97670834,,Savings Banks,135.847,0.00670488,0.006811365,0.860728166
DAC,Danaos Corporation,NYSE,0,Industrials,0,0.9399,200.5032284,458.73199,458.732,210.8,134.01,88.732,-32.936,,81.849,2679.842,119.75,1988.989,19.78596435,,,,121.431,129.681,8.25,-1.162535001,159.9930038,1656.150021,,,0,,,5.052411028,Marine Shipping,690.853,0.045312746,,0.742203831
DAKT,"Daktronics, Inc.",NASDAQ,1,Technology,0,7.91,356.052827,580.12598,610.53,11.193,17.784,0.217,5.562,6.867,107.105,358.8,264.133,161.184,69.83562642,86.74966369,11.946,108.355,12.234,30.361,18.127,1.557474942,331.9714047,343.40173,2.027795,2.158264387,0,,75.08333333,11.85083791,Electronic Equipment/Instruments,197.616,0.03409699,0.035271325,0.449230769
